file_name,height,width,bbox,age,race,masked,skintone,emotion,gender,crop_name
85263999.jpg,2000,1333,"[549.4595187595991, 308.7320538214595, 285.54048124040077, 385.1208250802547]",1,1,0,1,1,1,11951.jpg
48469606.jpg,1334,2000,"[755.397740893664, 205.80000000000095, 527.4943522341599, 719.0999999999985]",0,1,0,1,0,1,3545.jpg
46397864.jpg,1333,2000,"[818.1655126559363, 113.75427385506097, 158.88338766928277, 328.11914811642544]",0,1,0,1,1,1,3138.jpg
63638040.jpg,1125,2000,"[523.9485184031021, 172.85543257370003, 198.05148159689764, 236.7745863346194]",0,0,0,0,0,0,6092.jpg
75206609.jpg,1333,2000,"[838.1316055419898, 165.9999999999989, 283.9445005886492, 370.3653699242098]",1,0,0,1,1,0,9360.jpg
84205455.jpg,2000,1333,"[742.6132165917076, 725.0000000000003, 174.84793927741268, 270.54007124822965]",0,0,1,1,0,1,11667.jpg
48155215.jpg,1335,2000,"[896.0573074231041, 474.99999999999847, 300.1260732712136, 390.9999999999993]",2,0,0,1,0,1,3479.jpg
72370078.jpg,2000,1333,"[419.9811417274033, 624.9866029462951, 407.0754330904115, 465.6874015755252]",2,0,0,1,1,1,8634.jpg
image_5239.jpg,1024,1024,"[184.00000000000003, 183.1629279811098, 556.9999999999999, 773.5242030696572]",0,0,0,1,1,0,13843.jpg
64406548.jpg,1333,2000,"[1089.095388826471, 214.83946925903325, 142.50306759857486, 163.75658755188368]",2,0,1,0,0,0,6311.jpg
88433032.jpg,1333,2000,"[930.5405159050858, 764.0000000000024, 209.18922614237366, 292.72742941369637]",0,0,0,1,1,1,12665.jpg
63250008.jpg,1333,2000,"[1030.5036232149955, 291.0000000000033, 89.32008542710564, 124.21872967296912]",2,0,0,1,4,0,5978.jpg
image_6602.jpg,1024,1024,"[121.61616161616064, 194.5555555555554, 607.7171717171692, 778.1919191919176]",0,0,0,0,0,0,14200.jpg
67914046.jpg,2000,1334,"[684.8922765706246, 197.8684188176931, 233.33549692199375, 312.75620338368043]",0,1,0,1,1,1,7310.jpg
75942725.jpg,1333,2000,"[1101.3052252381856, 448.52240813824466, 189.53622341901936, 259.7821566633512]",1,1,0,1,0,1,9544.jpg
67411187.jpg,1333,2000,"[1160.5390695908436, 390.99474079639486, 212.9398929371723, 285.0052592036073]",0,1,0,1,0,1,7165.jpg
93703240.jpg,2000,1333,"[615.5966890403761, 408.9999999999963, 115.47052945289451, 166.26555166146838]",0,0,0,0,1,1,13174.jpg
8326332.jpg,1333,2000,"[437.6566641660408, 273.6479999999993, 429.3793448362089, 572.0279999999988]",0,1,0,1,1,1,11371.jpg
83506253.jpg,2000,1333,"[602.1287610619469, 635.330578512397, 332.3484955752209, 444.62809917355526]",0,1,0,1,1,1,11459.jpg
74566991.jpg,1333,2000,"[919.1013316888162, 231.13581688614988, 229.1226175103752, 314.40043433248934]",0,0,0,1,3,0,9174.jpg
65652007.jpg,1333,2000,"[878.1463414634128, 62.999999999999886, 557.8373983739823, 778.6987804878042]",0,0,0,1,0,1,6637.jpg
5892656.jpg,2000,1333,"[371.8622322995831, 424.57368379543277, 381.51854794822555, 466.33557378313316]",0,1,0,1,1,1,4905.jpg
63618619.jpg,1333,2000,"[967.0232604404138, 416.0000000000006, 196.05696818523555, 295.1643222397541]",2,0,0,1,1,1,6088.jpg
8638908.jpg,2000,1333,"[693.2756601795207, 321.0896834799554, 263.0792399331212, 369.7906465256018]",0,1,0,1,1,1,12209.jpg
48257952.jpg,1333,2000,"[781.986531986532, 0.0, 838.2929292929272, 826.2462121212114]",0,0,0,2,0,1,3498.jpg
1475275.jpg,1328,2000,"[552.8176053496281, 266.0000000000001, 225.18239465037124, 314.6363636363632]",0,1,0,1,1,1,786.jpg
65367314.jpg,2000,1333,"[380.2534963301085, 215.99999999999883, 392.3662591747252, 527.9999999999969]",0,0,0,0,1,1,6579.jpg
image_5500.jpg,1024,1024,"[271.5525383707203, 267.99999999999955, 624.7331759149939, 695.9409681227863]",0,0,0,1,1,1,13833.jpg
83533413.jpg,1333,2000,"[372.3191296464182, 28.559183673469295, 592.3617407071621, 754.3047619047612]",0,1,0,0,0,1,11469.jpg
50533535.jpg,1413,2000,"[1351.6076251299735, 477.9999999999971, 238.46443178008428, 310.99999999999915]",0,0,0,1,6,0,3900.jpg
47871877.jpg,1333,2000,"[1391.6979206979952, 446.1000230950712, 320.4443568372948, 377.7985388733549]",0,1,0,0,0,0,3424.jpg
57305457.jpg,1333,2000,"[1173.0010002500628, 337.99999999999983, 217.9989997499361, 265.00000000000006]",2,2,0,2,0,1,4625.jpg
65271054.jpg,1333,2000,"[819.000000000003, 497.16876368961124, 136.20219151909154, 85.81248478932146]",0,0,0,1,0,0,6551.jpg
66467112.jpg,1333,2000,"[1058.2914798826598, 122.0, 479.70852011733336, 631.9999999999968]",1,1,0,1,0,1,6840.jpg
55712002.jpg,1333,2000,"[866.00400100025, 196.99999999999991, 355.9959989997507, 484.9999999999997]",0,0,0,0,1,0,4418.jpg
90419694.jpg,1334,2000,"[1253.5484580119698, 140.99999999999997, 343.4515419880264, 425.21466492953607]",1,1,0,1,1,0,12899.jpg
62189451.jpg,1333,2000,"[458.4492392968661, 238.00000000000003, 265.95230520508073, 359.2679412686579]",1,0,0,0,1,0,5669.jpg
74802688.jpg,1998,2000,"[289.94462095537324, 819.0380010892322, 109.93478893979294, 153.76403746152204]",0,0,0,0,1,1,9243.jpg
11580781.jpg,2000,1333,"[455.99226691041713, 589.0000000000006, 418.018043875686, 516.9999999999966]",0,1,0,1,1,1,461.jpg
91558543.jpg,1333,2000,"[481.97725565193684, 147.00000000000003, 199.460555972953, 249.48278311272756]",0,1,0,1,1,1,13004.jpg
74856906.jpg,1333,2000,"[959.4572652901973, 163.00000000000026, 399.1727486794259, 630.3749376141003]",5,0,0,1,3,1,9288.jpg
3627967.jpg,2000,1414,"[692.5836763601329, 166.00000000000108, 182.17169624779388, 248.3941411034763]",0,1,0,0,1,1,1904.jpg
65702087.jpg,665,2000,"[1286.6661706015323, 61.58966462558202, 86.0786927505684, 133.56087237982032]",0,1,0,0,1,1,6651.jpg
73824689.jpg,1333,2000,"[1149.9999999999916, 159.12173136690296, 177.67422068159343, 247.7556654460392]",0,0,0,1,0,1,9016.jpg
image_1948.jpg,1024,1024,"[210.21951219512187, 165.0731707317071, 590.6536585365847, 790.6]",0,0,0,0,1,1,13772.jpg
105856960.jpg,1333,2000,"[955.8211371024584, 204.00000000000014, 254.08818113619404, 342.18181818181705]",0,0,0,1,1,1,286.jpg
74601098.jpg,1333,2000,"[626.502629601803, 141.0000000000002, 278.7355371900829, 355.49655662254526]",0,0,0,1,1,1,9187.jpg
14936768.jpg,1334,2000,"[588.0107130108196, 327.99999999999926, 282.5160695162299, 368.25310085957153]",0,1,0,0,1,0,798.jpg
13034485.jpg,2000,1333,"[505.10397277181096, 305.915653684562, 246.98584788287388, 321.7964235326301]",0,1,0,0,0,0,642.jpg
image_4116.jpg,1024,1024,"[230.55253837072004, 165.17827626918555, 547.4474616292796, 795.106257378985]",1,0,0,1,1,0,13737.jpg
103037461.jpg,2000,1333,"[330.6855980266334, 299.8368529223642, 360.69400211431065, 446.4131428312418]",0,0,0,0,0,1,152.jpg
74534221.jpg,1467,2000,"[911.4434116081148, 364.6184230640762, 213.5565883918833, 298.97368376353904]",0,0,0,1,1,0,9165.jpg
70492627.jpg,2000,1332,"[629.444678281873, 681.0, 226.32033810592088, 309.81818181818153]",2,0,0,1,0,1,8111.jpg
image_3080.jpg,1024,1024,"[228.6565656565658, 173.0404040404036, 576.7575757575761, 798.0707070707056]",0,0,0,1,0,0,14985.jpg
53295656.jpg,1333,2000,"[789.2618410856016, 177.54105610278904, 382.58105426303547, 479.4589438972125]",0,1,0,1,0,1,4048.jpg
70990710.jpg,1333,2000,"[839.3674266696639, 328.9999999999976, 353.82061428249705, 397.8760122137583]",0,1,0,1,0,0,8293.jpg
67185500.jpg,1333,2000,"[672.0007501875483, 221.99999999999957, 269.99949987496694, 313.9999999999988]",0,0,0,0,1,1,7092.jpg
image_7344.jpg,1024,1024,"[186.05910165484605, 207.70685579196225, 547.0992907801422, 710.2434988179672]",1,1,0,2,0,0,13974.jpg
16653456.jpg,1333,2000,"[1275.817833023609, 536.2722928551159, 57.75796330710247, 71.57590238162688]",0,1,0,1,1,1,908.jpg
image_1092.jpg,1024,1024,"[151.53990610328614, 155.10798122065643, 598.671361502345, 807.3896713614995]",0,0,0,1,1,1,14135.jpg
57989527.jpg,1330,2000,"[920.9995454631575, 133.00000000000048, 490.00041665877825, 614.9999999999992]",0,1,0,1,0,1,4737.jpg
49180379.jpg,1499,2000,"[877.9974836582948, 197.99999999999957, 284.00447349636414, 387.9999999999995]",0,2,0,3,1,0,3682.jpg
71121524.jpg,2000,1333,"[575.9663570540478, 374.99999999999994, 214.66876325605307, 272.68301345536514]",0,0,0,1,1,1,8326.jpg
69780537.jpg,1000,2000,"[972.1084718406012, 205.43547695932716, 175.54884458437914, 259.7090901463794]",0,0,0,1,3,1,7906.jpg
16381165.jpg,1333,2000,"[1198.3233489512934, 282.04529753539373, 268.9118936062137, 331.1697459397273]",5,1,0,1,1,1,897.jpg
75779083.jpg,1333,2000,"[964.1793786597294, 93.02591104681167, 266.82062134027007, 414.7909675185404]",0,2,0,3,1,0,9499.jpg
image_9763.jpg,1024,1024,"[234.99999999999912, 248.00000000000054, 554.4923258559621, 705.0747030443766]",0,0,0,1,0,0,13951.jpg
65700046.jpg,1333,2000,"[424.95515177026044, 262.49933278864694, 533.0564516937529, 653.1030194522706]",1,1,0,1,1,1,6646.jpg
78125992.jpg,1333,2000,"[957.4556895821671, 412.9999999999983, 267.9929003453777, 320.4739147070925]",1,0,0,1,5,1,10123.jpg
73693884.jpg,1333,2000,"[744.1498127998025, 266.7493985747641, 195.15855173354768, 252.2506014252304]",0,1,0,1,1,0,8998.jpg
67839316.jpg,2000,1333,"[385.34374102654857, 246.99999999999974, 590.6562589734492, 796.9499999999986]",0,1,0,1,1,1,7280.jpg
36548575.jpg,1335,2000,"[363.20672495576866, 464.87473331443033, 120.97795006764767, 163.48673096115706]",0,1,0,1,1,0,1916.jpg
86326412.jpg,1330,2000,"[1139.9327276553852, 188.43638444572665, 589.5126684902318, 957.5716670840638]",0,0,0,1,4,1,12191.jpg
image_1424.jpg,1024,1024,"[262.8638497652577, 177.53051643192447, 593.6713615023469, 824.0422535211271]",0,0,0,1,1,0,14396.jpg
82717227.jpg,1333,2000,"[855.9987798400193, 225.9999999999997, 170.00223695996556, 261.9999999999994]",0,0,0,1,1,1,11242.jpg
58185960.jpg,1151,2000,"[696.3093867406432, 339.65008226019717, 141.69061325935573, 191.61919052748507]",0,1,0,1,1,1,4766.jpg
42141339.jpg,1333,2000,"[936.5583112501088, 729.1968489049062, 86.62244778839816, 118.60630219017447]",0,1,0,1,1,1,2468.jpg
72157689.jpg,1333,2000,"[811.8222653726895, 240.68010632239546, 265.86704799088875, 347.37987374215487]",5,1,0,0,1,0,8576.jpg
89257404.jpg,1334,2000,"[644.0010176399943, 275.0002261709622, 257.0045709938752, 236.9997738290352]",1,2,0,3,0,0,12762.jpg
72646285.jpg,1333,2000,"[1235.6458594308278, 208.20777487762373, 380.82402944718905, 527.1441591143958]",0,1,1,1,1,1,8713.jpg
68582495.jpg,1334,2000,"[780.1731875061106, 116.04107267975387, 503.20865899078535, 686.7014908377018]",0,1,0,1,1,1,7558.jpg
87178653.jpg,2000,1333,"[637.0237814431648, 630.9060499858189, 85.9762185568335, 129.82165715905836]",0,0,0,1,0,1,12395.jpg
25508464.jpg,2000,1334,"[665.1402396306737, 628.0000000000002, 215.85976036932598, 294.21578261157566]",0,1,0,0,1,1,1371.jpg
84669411.jpg,1333,2000,"[1144.3552837621282, 250.5348646532386, 72.1026027330195, 93.46513534676119]",0,0,0,0,1,1,11784.jpg
63615803.jpg,2000,1333,"[479.34989380531016, 613.1436000000025, 399.93352212389175, 558.1063957536138]",0,0,0,1,1,1,6087.jpg
3909108.jpg,1328,2000,"[511.9982730587064, 268.99999999999955, 264.0026863531234, 354.9999999999998]",0,1,0,0,1,1,2088.jpg
47119515.jpg,1333,2000,"[1231.9252112673125, 185.4319727065567, 216.3706969213751, 361.5340202465052]",0,1,0,0,0,1,3261.jpg
75577364.jpg,1333,2000,"[889.2463591414389, 152.999999999999, 188.5727527956044, 269.64851130883113]",0,0,0,0,1,1,9440.jpg
45945775.jpg,1333,2000,"[854.9219804951256, 422.29599999999795, 495.12003000750485, 787.422000000001]",0,0,0,1,1,0,3065.jpg
64516405.jpg,1333,2000,"[649.1383338280425, 247.8993388102301, 266.5092405968414, 339.1758785653724]",3,0,0,0,1,1,6351.jpg
73300230.jpg,1334,2000,"[1244.0428765939105, 75.39714592597396, 258.93897867463096, 390.73720937223044]",0,2,0,2,5,0,8877.jpg
69622900.jpg,1360,2000,"[701.6973536935913, 344.063483916643, 77.6052926128174, 109.09050927994598]",0,1,0,1,0,0,7860.jpg
105699843.jpg,1260,2000,"[900.5507199781608, 160.03540295821875, 180.31160002730633, 236.9645970417837]",0,0,0,0,1,1,276.jpg
5030704.jpg,1333,2000,"[660.8336275889754, 320.78438628989517, 672.0889197432125, 836.8822803767713]",0,1,0,1,0,1,3853.jpg
image_6020.jpg,1024,1024,"[272.7042879731323, 159.9020328342567, 566.4817151892524, 806.1543991254409]",0,0,0,1,1,1,14918.jpg
46558795.jpg,1333,2000,"[1172.7128972178948, 497.0498770021743, 271.2871027821013, 391.95012299782206]",0,1,0,1,1,1,3162.jpg
1064332.jpg,2000,1347,"[376.3619947386522, 387.4044831872865, 196.25714156761845, 249.97343088640065]",0,1,0,1,1,1,318.jpg
62781038.jpg,2000,1333,"[365.4155687855029, 166.00000000000026, 367.98382572951095, 440.17763058442284]",0,1,0,1,1,1,5815.jpg
13917311.jpg,1333,2000,"[1061.3525041454593, 207.77713272304769, 256.1528523599475, 322.33215712312506]",0,1,0,1,1,1,709.jpg
48571175.jpg,1333,2000,"[823.0027506876703, 187.99999999999977, 344.993248312078, 454.9999999999997]",0,0,0,1,1,1,3557.jpg
83084475.jpg,1334,2000,"[614.646671431798, 392.0802653704843, 94.9179957113822, 125.22631283935495]",0,1,0,1,0,0,11315.jpg
76040638.jpg,978,2000,"[1045.0, 0.0, 367.9999999999996, 517.9998446601942]",0,0,0,1,0,1,9574.jpg
image_5969.jpg,1024,1024,"[247.20975609756093, 197.51707317073138, 572.7463414634132, 791.6487804878045]",0,0,0,1,1,0,15036.jpg
74284005.jpg,1333,2000,"[1289.860340920194, 210.01103366465478, 296.9186805487687, 357.40117234481323]",2,0,0,0,0,1,9106.jpg
image_842.jpg,1024,1024,"[214.2326276463262, 173.2821917808221, 568.8221668742211, 775.6181818181825]",1,0,0,1,1,0,13742.jpg
65646440.jpg,2000,1333,"[616.0595027555146, 106.99761070314598, 165.94049724448533, 231.00238929685412]",0,0,0,1,0,0,6635.jpg
81769968.jpg,1125,2000,"[1117.9999999999984, 146.0000000000001, 331.000000000002, 413.0000000000004]",1,0,0,1,0,1,11020.jpg
61573137.jpg,1333,2000,"[949.9999999999867, 42.15099178465969, 341.97874098259666, 434.67980240902654]",1,1,0,0,0,0,5492.jpg
66704466.jpg,1333,2000,"[578.9081319451159, 253.14838283436194, 452.92922915241456, 551.7834580532553]",2,1,1,1,0,1,6917.jpg
84689044.jpg,2000,1333,"[358.12804296017674, 732.1151570155839, 162.81564292665485, 222.9075459476907]",0,0,0,3,1,1,11789.jpg
44196816.jpg,1333,2000,"[1189.0042510627654, 413.0000000000043, 362.990747686919, 502.99999999999704]",2,0,0,0,0,1,2796.jpg
1489380.jpg,1333,2000,"[1286.0035008752157, 328.9999999999976, 303.9954988747146, 389.9999999999976]",0,1,0,1,1,1,794.jpg
72539072.jpg,2000,1333,"[631.0943074488885, 547.3310579799862, 140.37741926321115, 202.66894202001174]",2,0,0,1,1,1,8682.jpg
23665343.jpg,1333,2000,"[681.0000000000013, 296.6076476119513, 242.53805349623252, 324.51089650337997]",0,1,0,1,1,1,1284.jpg
1193571.jpg,2000,1328,"[500.41342611374915, 117.75479816952301, 164.22120344074457, 221.87917491974335]",0,1,0,0,0,1,506.jpg
68582489.jpg,1334,2000,"[744.5930379215927, 138.2575591869168, 526.0116034640095, 694.9014107037228]",0,1,0,1,1,1,7554.jpg
55509522.jpg,1333,2000,"[949.9922480620155, 184.9999999999999, 490.9999999999992, 628.9999999999991]",0,1,0,1,0,1,4390.jpg
87075302.jpg,2000,1333,"[676.3783188719912, 378.37916366290693, 191.93252169201304, 233.62083633709304]",0,2,0,3,0,0,12358.jpg
71128853.jpg,1333,2000,"[826.4041086565408, 557.0, 185.5958913434778, 266.000000000005]",5,0,0,1,1,0,8327.jpg
964655.jpg,2000,1333,"[487.0090030549892, 307.00000000000165, 343.98628105906187, 385.9999999999986]",0,1,0,1,1,1,13419.jpg
74598620.jpg,1333,2000,"[975.7480031610859, 333.2203795598743, 97.98319644549576, 117.4327010624557]",2,0,0,1,1,0,9183.jpg
80849037.jpg,1333,2000,"[1160.8780487804868, 34.00000000000001, 527.121951219512, 619.2414634146342]",0,1,0,1,0,1,10761.jpg
1560300.jpg,2000,1333,"[574.3081529055776, 738.0000000000051, 605.9547276804715, 792.2891342113958]",0,1,0,1,0,0,840.jpg
84680682.jpg,1333,2000,"[517.3380945236307, 194.00000000000026, 475.22182545636224, 779.5471399999994]",0,1,0,0,0,1,11787.jpg
2636192.jpg,2000,1315,"[564.0159267740688, 376.53588253731635, 237.13179369744333, 323.4793167261157]",3,1,0,1,1,1,1431.jpg
47287714.jpg,2000,1333,"[464.9474356869623, 354.21921971981925, 399.5198253694198, 523.5639776781741]",0,2,0,1,2,1,3297.jpg
86692903.jpg,1387,2000,"[1267.4750076649352, 96.84048125886973, 206.4085245117271, 289.4120798829561]",2,0,0,0,2,1,12274.jpg
66810995.jpg,2000,1334,"[526.6101806479926, 576.5131480090132, 300.97506033789386, 420.48685199098446]",0,2,0,2,0,0,6960.jpg
12278365.jpg,1500,2000,"[1136.0297936247982, 196.99999999999795, 235.8212703607347, 314.9999999999997]",0,1,0,1,0,0,557.jpg
107421827.jpg,1333,2000,"[1022.7402173243377, 740.9272172101777, 581.0629585826078, 504.94315260867893]",0,0,0,1,0,1,357.jpg
48712111.jpg,1125,2000,"[960.9999999999997, 186.00000000000006, 457.00000000000045, 631.9999999999994]",0,1,0,2,0,1,3581.jpg
70773697.jpg,1333,2000,"[1251.2523361614246, 264.7758101855415, 203.5535263179955, 291.83764800201595]",0,0,0,0,1,1,8224.jpg
60994983.jpg,2000,1333,"[446.98711151736325, 365.9999999999987, 343.02491773308736, 449.99999999999704]",0,0,0,0,0,1,5355.jpg
39727479.jpg,2000,1333,"[260.3095686337135, 568.5867281186388, 370.9492327180266, 519.4132718813577]",1,1,0,1,1,1,2150.jpg
41632952.jpg,1330,2000,"[918.0001325732509, 194.000000000001, 413.9996780363971, 461.99999999999886]",3,0,0,1,1,0,2398.jpg
73657801.jpg,1333,2000,"[1198.234394573138, 74.8628466133278, 146.85936325611743, 189.22888414600308]",0,0,0,1,1,0,8986.jpg
104003199.jpg,1627,2000,"[877.9998439039662, 187.99999999999991, 304.000302436073, 418.9999999999998]",0,0,0,1,1,1,186.jpg
43921419.jpg,1333,2000,"[702.1862479248506, 358.72923889009024, 74.01687419300549, 90.54152221981865]",0,1,0,1,0,1,2747.jpg
71807992.jpg,1333,2000,"[769.0000000000008, 110.0, 155.92105129061503, 232.5403080842715]",0,0,0,1,0,1,8462.jpg
40484996.jpg,2000,1431,"[576.6412413310802, 862.6001833364033, 186.02979321743445, 270.325433423994]",1,0,0,0,1,0,2253.jpg
image_2971.jpg,1024,1024,"[198.01951219512154, 154.81463414634158, 576.7317073170734, 796.3756097560972]",1,0,0,1,1,0,13810.jpg
78289396.jpg,1333,2000,"[1231.8563618026212, 427.5649601291094, 86.71819098689286, 105.72274444654813]",0,1,0,1,1,1,10160.jpg
92675919.jpg,2000,1333,"[571.5424487086085, 194.39278094698037, 141.45755129139326, 193.60721905302097]",0,0,0,1,0,0,13090.jpg
50821568.jpg,1511,2000,"[1183.005067166479, 300.0000000000002, 282.9949328335221, 413.99999999999994]",0,0,0,1,0,1,3935.jpg
17834439.jpg,1333,2000,"[1048.52279589131, 389.6546298558148, 184.46200684782406, 242.70468374994377]",3,1,0,1,4,1,962.jpg
73956579.jpg,2000,1333,"[533.1388004228685, 245.9673705844769, 273.44479830854715, 374.89539338470547]",0,1,0,1,1,1,9048.jpg
75894960.jpg,1125,2000,"[1192.9464117851394, 38.54484173997997, 390.2935404245717, 463.7486986845924]",0,1,0,1,0,1,9532.jpg
image_4705.jpg,1024,1024,"[267.88075560802764, 168.1038961038961, 617.733175914993, 753.2703659976402]",4,0,0,1,0,1,13929.jpg
27432615.jpg,1333,2000,"[658.3862584273387, 277.8301131719269, 651.4951360024835, 828.8467341856613]",0,1,0,1,5,1,1479.jpg
59211114.jpg,1356,2000,"[1242.926649317337, 286.35004297540183, 66.38745914477964, 94.7670214351692]",5,0,0,0,0,0,4978.jpg
39364581.jpg,2000,1333,"[392.22334710743684, 219.83471074380145, 268.3830578512417, 387.59504132231336]",0,0,0,1,0,1,2111.jpg
68686953.jpg,1333,2000,"[1247.7695347954204, 639.5078888054139, 150.74549197028966, 203.24868519909754]",0,1,0,1,0,1,7584.jpg
87115872.jpg,1333,2000,"[625.645859430841, 372.01340293694244, 383.76560542685723, 505.97740234249335]",2,0,0,1,1,1,12376.jpg
2899049.jpg,1333,2000,"[1147.0062515628927, 335.99999999999966, 362.99149787446953, 491.0000000000001]",0,1,0,1,1,1,1542.jpg
88394641.jpg,1333,2000,"[912.6487102372886, 549.2207344532316, 281.3512897627163, 271.2859605072379]",0,1,0,1,5,0,12658.jpg
82594867.jpg,1333,2000,"[1046.0749063998974, 94.929076953595, 108.40176416924695, 198.20352793700522]",0,2,0,2,0,0,11221.jpg
78025911.jpg,2000,1333,"[647.7034088319949, 455.99999999999767, 234.29659116800397, 364.7593089546155]",0,1,0,1,0,1,10104.jpg
39793297.jpg,2000,1333,"[578.1302982870068, 453.1291918854582, 126.00827739905986, 186.80860146867474]",0,0,0,1,3,1,2160.jpg
52440570.jpg,1334,2000,"[677.9965771116134, 196.0000000000001, 358.9934965120641, 500.99999999999983]",0,0,0,1,1,1,3987.jpg
78381637.jpg,1386,2000,"[360.34893262075957, 146.849633619766, 92.70184232165751, 130.85713305478404]",2,0,0,1,1,1,10182.jpg
60184785.jpg,1333,2000,"[850.5338382339286, 47.877818181819386, 401.88973038987484, 534.122181818182]",0,1,0,0,1,1,5167.jpg
image_3079.jpg,1024,1024,"[210.2727272727272, 193.38383838383805, 565.8080808080803, 797.0505050505047]",0,0,0,1,1,0,13774.jpg
74802688.jpg,1998,2000,"[281.80010388615773, 181.72359660570174, 98.72794728417617, 153.26142331868147]",0,0,0,0,1,1,9238.jpg
5213525.jpg,1288,2000,"[937.9999999999984, 46.99999999999999, 477.0024238751722, 646.9999999999994]",0,1,0,1,1,1,3976.jpg
65711143.jpg,1333,2000,"[680.2434259954917, 146.99999999999946, 311.64472575316455, 414.5034433774543]",0,0,0,0,0,0,6659.jpg
81395267.jpg,1333,2000,"[853.0000000000042, 300.25798370043486, 303.0000000000015, 345.84198307381826]",2,0,0,1,5,1,10910.jpg
62650072.jpg,2000,1333,"[663.6941337506964, 297.00000000000006, 187.68123172615745, 215.84555516697284]",2,0,0,1,1,1,5784.jpg
77262720.jpg,1333,2000,"[917.0050012503119, 167.99999999999963, 341.99499874968694, 454.9999999999992]",0,0,0,0,1,1,9910.jpg
15142418.jpg,1333,2000,"[959.9787409825797, 315.1459587251671, 425.05314754349223, 472.934570226641]",4,1,0,1,0,1,811.jpg
85126962.jpg,1333,2000,"[706.0045011252804, 324.9999999999995, 240.99549887471883, 345.9999999999994]",0,2,0,2,1,1,11903.jpg
37159036.jpg,2000,1333,"[759.275660179523, 242.8100623916854, 273.7243398204773, 379.1899376083122]",0,1,0,1,1,1,1940.jpg
6943173.jpg,2000,1333,"[535.1010737250002, 422.03329999999966, 326.0439903749999, 425.11029999999863]",0,1,0,1,1,1,7785.jpg
85078383.jpg,1330,2000,"[652.9998863657879, 321.9999999999993, 270.0002083293863, 326.0000000000001]",1,1,0,1,0,0,11890.jpg
39382850.jpg,1333,2000,"[1095.7411478644883, 214.58657518947012, 90.62942606775967, 106.88676230192064]",0,0,0,0,1,1,2112.jpg
60254327.jpg,1334,2000,"[1032.1907510994774, 273.08228141725397, 309.73484233961466, 386.92947307091623]",0,1,0,1,1,0,5186.jpg
45814721.jpg,666,2000,"[808.2749812171386, 138.51157756477605, 219.20661157025256, 333.7141095491929]",0,0,0,1,4,1,3034.jpg
79492717.jpg,1333,2000,"[866.0255822741148, 115.53065089947908, 280.3912920845521, 375.3172403980695]",0,0,0,1,1,0,10521.jpg
50519324.jpg,1333,2000,"[728.9969992498122, 263.9999999999998, 234.99949987496802, 311.0000000000001]",0,0,0,0,0,0,3895.jpg
78497671.jpg,1334,2000,"[1216.2522080156198, 199.75649999999956, 327.74779198437767, 480.3870999999995]",0,1,0,1,0,1,10221.jpg
4028015.jpg,2000,1293,"[570.4824211906014, 384.14421027725234, 276.28359054968365, 366.9884453772708]",3,1,0,1,1,1,2229.jpg
image_8595.jpg,1024,1024,"[192.86049762821116, 187.2126416147768, 564.4451455677594, 765.1128639193978]",0,1,0,1,1,0,15204.jpg
image_10301.jpg,1024,1024,"[281.64319248826314, 184.56807511737026, 561.9107981220646, 747.1596244131448]",5,0,0,1,3,0,15044.jpg
80269402.jpg,1332,2000,"[952.2627077063356, 109.31144418845241, 167.079263052117, 211.35084464923847]",0,0,0,2,5,1,10628.jpg
3830161.jpg,1333,2000,"[1172.000000000001, 439.6897274600397, 260.110269610123, 318.4757870357992]",0,1,0,1,0,1,2011.jpg
image_5017.jpg,1024,1024,"[161.8847554362571, 152.17967391500937, 590.3787327069288, 820.3457336912277]",0,0,0,1,1,1,14840.jpg
79205972.jpg,1333,2000,"[1010.4830034664132, 251.12643808776704, 103.4383844595776, 135.69469718519042]",4,0,0,1,1,0,10452.jpg
64981737.jpg,1331,2000,"[750.1900904191871, 244.86946948827116, 334.99743037710914, 451.99999999999983]",0,1,1,0,0,0,6497.jpg
69231124.jpg,2000,1333,"[529.9833490425113, 508.04882918832396, 292.6784018023233, 443.9999999999925]",0,2,0,3,1,1,7701.jpg
4790599.jpg,1333,2000,"[527.9999999999998, 223.2024079134689, 349.99999999999983, 442.79759208653104]",0,1,0,1,1,1,3433.jpg
66527865.jpg,1335,2000,"[614.0320637795473, 411.2709198409675, 299.20992027554973, 390.7569732803188]",0,1,1,0,0,1,6860.jpg
63738321.jpg,2000,1333,"[869.4211577741469, 796.9999999999941, 122.73156810067577, 152.0276506581623]",2,1,0,1,0,1,6114.jpg
42787718.jpg,1333,2000,"[819.000750187547, 396.9999999999996, 277.9969992498124, 419.9999999999994]",2,1,0,1,1,1,2559.jpg
81922698.jpg,1333,2000,"[911.1961614643822, 295.5172168872723, 218.0227443480651, 300.96556622545484]",0,0,0,1,4,1,11064.jpg
49432991.jpg,1333,2000,"[930.3989552695587, 178.46988931633035, 266.6010447304404, 331.4364953882547]",0,1,0,0,1,1,3726.jpg
8162063.jpg,2000,1333,"[809.0082060390761, 337.99999999999994, 331.9955550621662, 481.99999999999966]",1,1,0,1,1,0,10987.jpg
84815994.jpg,1333,2000,"[739.6808703535808, 316.0000000000001, 549.0235720761563, 388.2367346938773]",2,2,0,2,1,0,11832.jpg
image_7503.jpg,1024,1024,"[290.6161616161612, 145.0101010101006, 613.8181818181808, 761.3333333333326]",2,0,0,0,0,1,15252.jpg
